archive_key	https_url	original_key	version_id	original_last_modified	bytes	original_etag	original_storage_class	archive_etag	archive_last_modified	archive_encryption	status
version-history/2026-07-16-snapshot/objects/42/424f4da6f9ad123979851f3801e3a79a71cce8c7217316d2eff29e7f2b6c92dc	https://diana-omics-results-172630973301-us-east-1.s3.us-east-1.amazonaws.com/version-history/2026-07-16-snapshot/objects/42/424f4da6f9ad123979851f3801e3a79a71cce8c7217316d2eff29e7f2b6c92dc	runs/diana-hrd/diana-wgs-hrd-20260716T033101Z/early-look/early-look-intersected-20260716T150517Z/artifacts/contamination/shards/normal.chr15.pileups.table	cbBpTmjdNUUqmKwXZjxpP7_Dbqd5pVIa	2026-07-16T15:32:52+00:00	6191197	96d708632ea4a7b9387c01399182705c	STANDARD	db6b36095a0bba906036da6fcfa02fba	2026-07-16T18:44:27+00:00	AES256	copied
version-history/2026-07-16-snapshot/objects/08/08565770e9987085995520054d560338fc6a7901768c6cd63bca10106108d96a	https://diana-omics-results-172630973301-us-east-1.s3.us-east-1.amazonaws.com/version-history/2026-07-16-snapshot/objects/08/08565770e9987085995520054d560338fc6a7901768c6cd63bca10106108d96a	runs/diana-hrd/diana-wgs-hrd-20260716T033101Z/early-look/early-look-intersected-20260716T150517Z/artifacts/contamination/shards/normal.chr16.pileups.table	__H5PE_pSxjqr4KngGgP9xSNnmnAl2Pi	2026-07-16T15:32:52+00:00	6444894	be066fe074a2b548213b6618aebc1f59	STANDARD	0f2278b2e9489e138740996710b7d8f1	2026-07-16T18:44:27+00:00	AES256	copied
version-history/2026-07-16-snapshot/objects/43/4315a6a644538a90ae7bf1ea63ec3c38d71a1eaedfeb5f7acf8c0a41c1360c3d	https://diana-omics-results-172630973301-us-east-1.s3.us-east-1.amazonaws.com/version-history/2026-07-16-snapshot/objects/43/4315a6a644538a90ae7bf1ea63ec3c38d71a1eaedfeb5f7acf8c0a41c1360c3d	runs/diana-hrd/diana-wgs-hrd-20260716T033101Z/early-look/early-look-intersected-20260716T150517Z/artifacts/contamination/shards/normal.chr17.pileups.table	MkRKaX4z2mdzh.Aj6tO23slNj8RlKTi5	2026-07-16T15:32:52+00:00	5608586	1f1dfd339bcad7fe54fe42c45217e206	STANDARD	57b6dce14b3e3eeea5bed8ed7918e187	2026-07-16T18:44:27+00:00	AES256	copied
version-history/2026-07-16-snapshot/objects/1b/1b5f496bbd0836accb4d1c25c956ad5096df7f4fdacd9dc149c1936a1ed262f1	https://diana-omics-results-172630973301-us-east-1.s3.us-east-1.amazonaws.com/version-history/2026-07-16-snapshot/objects/1b/1b5f496bbd0836accb4d1c25c956ad5096df7f4fdacd9dc149c1936a1ed262f1	runs/diana-hrd/diana-wgs-hrd-20260716T033101Z/early-look/early-look-intersected-20260716T150517Z/artifacts/contamination/shards/normal.chr18.pileups.table	9ivtW1.H6oP4ZAp6wiLDRW7fIurkgEo0	2026-07-16T15:32:52+00:00	5755047	c9554df8f59c45669c942b97832a5271	STANDARD	f95512757520169adf514980fc3ab08e	2026-07-16T18:44:27+00:00	AES256	copied
version-history/2026-07-16-snapshot/objects/5c/5cef14b51c8bf0cde21969e24720f0c7983af1517c9d7493690a44c9778bc205	https://diana-omics-results-172630973301-us-east-1.s3.us-east-1.amazonaws.com/version-history/2026-07-16-snapshot/objects/5c/5cef14b51c8bf0cde21969e24720f0c7983af1517c9d7493690a44c9778bc205	runs/diana-hrd/diana-wgs-hrd-20260716T033101Z/early-look/early-look-intersected-20260716T150517Z/artifacts/contamination/shards/normal.chr19.pileups.table	LNnvhWUF5nLPloObFRzfD9MkIW49V3T3	2026-07-16T15:32:52+00:00	4943334	0a1babff08ff714cf799a25d1e2234c9	STANDARD	02c6d637e9966b3fe7d16e23239a5304	2026-07-16T18:44:27+00:00	AES256	copied
version-history/2026-07-16-snapshot/objects/3c/3c8e5442cb011b5aaac4476167a496b23fcb33bb0e5f2ce151f83251c2d22e1e	https://diana-omics-results-172630973301-us-east-1.s3.us-east-1.amazonaws.com/version-history/2026-07-16-snapshot/objects/3c/3c8e5442cb011b5aaac4476167a496b23fcb33bb0e5f2ce151f83251c2d22e1e	runs/diana-hrd/diana-wgs-hrd-20260716T033101Z/early-look/early-look-intersected-20260716T150517Z/artifacts/contamination/shards/normal.chr2.pileups.table	hBKbOAMFpuR74biHNUsKoC2RMOSsZZNk	2026-07-16T15:32:52+00:00	16856898	59bc974718bba7ca69d958b2ca9068b5-3	STANDARD	6fcaf1f9f0fea989afb2a5d257a54b79	2026-07-16T18:44:27+00:00	AES256	copied
version-history/2026-07-16-snapshot/objects/e7/e76c2ca1d8b1049003461c462eeba76085aac0d6eb8963f06ab2c6f46e8003d3	https://diana-omics-results-172630973301-us-east-1.s3.us-east-1.amazonaws.com/version-history/2026-07-16-snapshot/objects/e7/e76c2ca1d8b1049003461c462eeba76085aac0d6eb8963f06ab2c6f46e8003d3	runs/diana-hrd/diana-wgs-hrd-20260716T033101Z/early-look/early-look-intersected-20260716T150517Z/artifacts/contamination/shards/normal.chr20.pileups.table	P6Rghug6XMg6T4ytlS6fdp49Ef0ZI2F7	2026-07-16T15:32:52+00:00	4516188	b0665dc21ec06732e7b908fb9f5788d0	STANDARD	d2df9447cfadd78519810a1e5d1b8d46	2026-07-16T18:44:27+00:00	AES256	copied
version-history/2026-07-16-snapshot/objects/29/2902d51bc8ca532a27003ae41fc5492d770c7e6310c194530cbae185931f1535	https://diana-omics-results-172630973301-us-east-1.s3.us-east-1.amazonaws.com/version-history/2026-07-16-snapshot/objects/29/2902d51bc8ca532a27003ae41fc5492d770c7e6310c194530cbae185931f1535	runs/diana-hrd/diana-wgs-hrd-20260716T033101Z/early-look/early-look-intersected-20260716T150517Z/artifacts/contamination/shards/normal.chr21.pileups.table	SpJnMdFkW0rctyA43JKcPSg4vBTlVv.p	2026-07-16T15:32:52+00:00	2876750	e0a0c0b7f0c6db43fed536a479d093b4	STANDARD	3e50be00460b72f4373d907e209c7950	2026-07-16T18:44:27+00:00	AES256	copied
version-history/2026-07-16-snapshot/objects/93/938662320db057044d79e4b3faea108272f44a6ad6288ff8989f5d98f53c2bb3	https://diana-omics-results-172630973301-us-east-1.s3.us-east-1.amazonaws.com/version-history/2026-07-16-snapshot/objects/93/938662320db057044d79e4b3faea108272f44a6ad6288ff8989f5d98f53c2bb3	runs/diana-hrd/diana-wgs-hrd-20260716T033101Z/early-look/early-look-intersected-20260716T150517Z/artifacts/contamination/shards/normal.chr22.pileups.table	rWvnwhuiPi9Y0mTOLubSOXLg231P9u00	2026-07-16T15:32:52+00:00	2970851	8ebe1bde37b27e5ce47feb9bc1ba9f40	STANDARD	c0ad2a0063d1ca267c30f7bd3dcb2f92	2026-07-16T18:44:27+00:00	AES256	copied
version-history/2026-07-16-snapshot/objects/fe/fe44ae51815c8ec38a3f62fae5d0b60b0604936a357f0e85c3f3b80fed1d0399	https://diana-omics-results-172630973301-us-east-1.s3.us-east-1.amazonaws.com/version-history/2026-07-16-snapshot/objects/fe/fe44ae51815c8ec38a3f62fae5d0b60b0604936a357f0e85c3f3b80fed1d0399	runs/diana-hrd/diana-wgs-hrd-20260716T033101Z/early-look/early-look-intersected-20260716T150517Z/artifacts/contamination/shards/normal.chr3.pileups.table	apXpjl4aklWJlatb2Miw7lRcOnScLf.o	2026-07-16T15:32:52+00:00	14231969	dc4a61179281cd21c471c347cb91c625-2	STANDARD	e03f6750801750fc4f79d8f20b40b7de	2026-07-16T18:44:27+00:00	AES256	copied
version-history/2026-07-16-snapshot/objects/74/74053f349016b8ab5bf0d35496cdabfecde719b4533af690b7d0e8058708f75f	https://diana-omics-results-172630973301-us-east-1.s3.us-east-1.amazonaws.com/version-history/2026-07-16-snapshot/objects/74/74053f349016b8ab5bf0d35496cdabfecde719b4533af690b7d0e8058708f75f	runs/diana-hrd/diana-wgs-hrd-20260716T033101Z/early-look/early-look-intersected-20260716T150517Z/artifacts/contamination/shards/normal.chr4.pileups.table	8ppha8ZyvoGI0PINskGyxZjBqZgkL5A.	2026-07-16T15:32:52+00:00	14125312	56536e7d8903796b9b869d74862e9c17-2	STANDARD	3e0384613d0f5f46b2194d5d08e0ee6a	2026-07-16T18:44:27+00:00	AES256	copied
version-history/2026-07-16-snapshot/objects/87/877b52371cea28a9b4f9122e4f3054a93529d272adb8b92955c803567106f38b	https://diana-omics-results-172630973301-us-east-1.s3.us-east-1.amazonaws.com/version-history/2026-07-16-snapshot/objects/87/877b52371cea28a9b4f9122e4f3054a93529d272adb8b92955c803567106f38b	runs/diana-hrd/diana-wgs-hrd-20260716T033101Z/early-look/early-look-intersected-20260716T150517Z/artifacts/contamination/shards/normal.chr5.pileups.table	qesZRJkLfQp1saeryFwdQQa_8LKDZjyb	2026-07-16T15:32:52+00:00	12689915	8447088da6e0f846a4b46febb8794dcc-2	STANDARD	284c4b5f3137f8ae0a6f748264e1f964	2026-07-16T18:44:27+00:00	AES256	copied
version-history/2026-07-16-snapshot/objects/33/337be79acd85554b1848bedc1cd2bf684f9586060cd72fd2a4e661d1d83a50f7	https://diana-omics-results-172630973301-us-east-1.s3.us-east-1.amazonaws.com/version-history/2026-07-16-snapshot/objects/33/337be79acd85554b1848bedc1cd2bf684f9586060cd72fd2a4e661d1d83a50f7	runs/diana-hrd/diana-wgs-hrd-20260716T033101Z/early-look/early-look-intersected-20260716T150517Z/artifacts/contamination/shards/normal.chr6.pileups.table	nQ0zNQAlwl5J0zlTyKYnVg6yvhv_zmtS	2026-07-16T15:32:52+00:00	12854498	ca3fa7220016979a1c408f0d8d6eb370-2	STANDARD	27da6ae0e34261a2e173a2f8c5d16fbc	2026-07-16T18:44:27+00:00	AES256	copied
version-history/2026-07-16-snapshot/objects/6f/6f9443a4edd2d7096c2483048dbf4cc6c78bd40a260f434b4842c2ed966be521	https://diana-omics-results-172630973301-us-east-1.s3.us-east-1.amazonaws.com/version-history/2026-07-16-snapshot/objects/6f/6f9443a4edd2d7096c2483048dbf4cc6c78bd40a260f434b4842c2ed966be521	runs/diana-hrd/diana-wgs-hrd-20260716T033101Z/early-look/early-look-intersected-20260716T150517Z/artifacts/contamination/shards/normal.chr7.pileups.table	1zF21OU4iazGAVBsvFhFkok6jMqx3Io9	2026-07-16T15:32:52+00:00	11760119	f8a91be29aa2c082adf8df6dc67d7389-2	STANDARD	ca9ee08b44458928d27b6ddc3e2b0108	2026-07-16T18:44:27+00:00	AES256	copied
version-history/2026-07-16-snapshot/objects/04/049f371b352f3d7284f440556ae02fdc4e536cdf15401ade5744ac0d3b6d3432	https://diana-omics-results-172630973301-us-east-1.s3.us-east-1.amazonaws.com/version-history/2026-07-16-snapshot/objects/04/049f371b352f3d7284f440556ae02fdc4e536cdf15401ade5744ac0d3b6d3432	runs/diana-hrd/diana-wgs-hrd-20260716T033101Z/early-look/early-look-intersected-20260716T150517Z/artifacts/contamination/shards/normal.chr8.pileups.table	31EK87okCXojr_dZqFSotSAhAQ7TBgve	2026-07-16T15:32:52+00:00	10964677	fc704f5df2bd970ec45c5e0a52dfe657-2	STANDARD	5d805a71510ff9055cd0fdbba6ecd433	2026-07-16T18:44:31+00:00	AES256	copied
version-history/2026-07-16-snapshot/objects/8d/8dcc069b36b28d667e1e2bd5053b6f84a42b68ed9f4faf1731a093dd574dbe38	https://diana-omics-results-172630973301-us-east-1.s3.us-east-1.amazonaws.com/version-history/2026-07-16-snapshot/objects/8d/8dcc069b36b28d667e1e2bd5053b6f84a42b68ed9f4faf1731a093dd574dbe38	runs/diana-hrd/diana-wgs-hrd-20260716T033101Z/early-look/early-look-intersected-20260716T150517Z/artifacts/contamination/shards/normal.chr9.pileups.table	JY4G66RFFM_hqqC8uCRrq0Tgj5iudBps	2026-07-16T15:32:52+00:00	8818788	22976638f63779aa4737f9a506f23c5a-2	STANDARD	7c1fbdf703928a3b0b9c2e32411d36a3	2026-07-16T18:44:31+00:00	AES256	copied
version-history/2026-07-16-snapshot/objects/af/af1fa035df367f38683a1b9d33ffb7e7deb5a60d28d3cd1ec975d4d25674d370	https://diana-omics-results-172630973301-us-east-1.s3.us-east-1.amazonaws.com/version-history/2026-07-16-snapshot/objects/af/af1fa035df367f38683a1b9d33ffb7e7deb5a60d28d3cd1ec975d4d25674d370	runs/diana-hrd/diana-wgs-hrd-20260716T033101Z/early-look/early-look-intersected-20260716T150517Z/artifacts/contamination/shards/normal.chrX.pileups.table	uqqw2aoUXRcaz.dmEB._eXROGUy1ckVk	2026-07-16T15:32:52+00:00	7961152	f580f8564e74cbe5fbc3e8778c205230	STANDARD	4aa5623f13d39bc91056766dbe5105e7	2026-07-16T18:44:31+00:00	AES256	copied
version-history/2026-07-16-snapshot/objects/c1/c1c496fa20c493551252d965846e612191fd28f8d873fd22bb02d5a9d97d533b	https://diana-omics-results-172630973301-us-east-1.s3.us-east-1.amazonaws.com/version-history/2026-07-16-snapshot/objects/c1/c1c496fa20c493551252d965846e612191fd28f8d873fd22bb02d5a9d97d533b	runs/diana-hrd/diana-wgs-hrd-20260716T033101Z/early-look/early-look-intersected-20260716T150517Z/artifacts/contamination/shards/tumor.chr1.pileups.table	XfK3OmMS8W7hmn3e2hk9qrUiofHLpF5R	2026-07-16T15:32:52+00:00	15645610	43d3f6fdc6fb161a558e8377939632c2-2	STANDARD	4738137114be5c9a8a6cea9fad148f72	2026-07-16T18:44:31+00:00	AES256	copied
version-history/2026-07-16-snapshot/objects/9c/9cc0a548b2a94dab62f4b5b1beb72be39e4c169ea5140b26d516c4fd33c18456	https://diana-omics-results-172630973301-us-east-1.s3.us-east-1.amazonaws.com/version-history/2026-07-16-snapshot/objects/9c/9cc0a548b2a94dab62f4b5b1beb72be39e4c169ea5140b26d516c4fd33c18456	runs/diana-hrd/diana-wgs-hrd-20260716T033101Z/early-look/early-look-intersected-20260716T150517Z/artifacts/contamination/shards/tumor.chr10.pileups.table	iALbGva2V_CwtoYPpBbmxI8XmndH.JPL	2026-07-16T15:32:52+00:00	10330231	834cd2d8ab8b1096db62d1d0a0344d9b-2	STANDARD	f8f7f56eaeb9072d9e28ad18f657c415	2026-07-16T18:44:31+00:00	AES256	copied
version-history/2026-07-16-snapshot/objects/03/03a6f0458f0ad9f559b8c9388c40c7a3d612c6147685c51e51f19c1e0ba14348	https://diana-omics-results-172630973301-us-east-1.s3.us-east-1.amazonaws.com/version-history/2026-07-16-snapshot/objects/03/03a6f0458f0ad9f559b8c9388c40c7a3d612c6147685c51e51f19c1e0ba14348	runs/diana-hrd/diana-wgs-hrd-20260716T033101Z/early-look/early-look-intersected-20260716T150517Z/artifacts/contamination/shards/tumor.chr11.pileups.table	fE0X8HRb8uZtmBVmQA_IYrclX8q5qPXV	2026-07-16T15:32:52+00:00	10013648	4e837e823550dc5839e8e1643664a787-2	STANDARD	b6ae177b01bbae3d14cd93e4f8b53f97	2026-07-16T18:44:31+00:00	AES256	copied
version-history/2026-07-16-snapshot/objects/da/da6848e41dd78367247dde08e211dc4797cb8153af8e079f60382c502406664d	https://diana-omics-results-172630973301-us-east-1.s3.us-east-1.amazonaws.com/version-history/2026-07-16-snapshot/objects/da/da6848e41dd78367247dde08e211dc4797cb8153af8e079f60382c502406664d	runs/diana-hrd/diana-wgs-hrd-20260716T033101Z/early-look/early-look-intersected-20260716T150517Z/artifacts/contamination/shards/tumor.chr12.pileups.table	Z4pAVCPvzlrejquWnCQN1OBMwmfIRbp1	2026-07-16T15:32:52+00:00	9975197	353d39f4238f25cc9c03e645f7d77c56-2	STANDARD	b4b862cfb3b80f2bda71cdefd9706300	2026-07-16T18:44:31+00:00	AES256	copied
version-history/2026-07-16-snapshot/objects/2b/2b14204e4a966b0d8c28e2b2e60957bd310bd12118b8eba16d00916785463091	https://diana-omics-results-172630973301-us-east-1.s3.us-east-1.amazonaws.com/version-history/2026-07-16-snapshot/objects/2b/2b14204e4a966b0d8c28e2b2e60957bd310bd12118b8eba16d00916785463091	runs/diana-hrd/diana-wgs-hrd-20260716T033101Z/early-look/early-look-intersected-20260716T150517Z/artifacts/contamination/shards/tumor.chr13.pileups.table	0c6r1HSdUaMjGYn03p8kzfMoBYri1E26	2026-07-16T15:32:53+00:00	7124484	d02a0d3625035f19f82ca3aa09c972c5	STANDARD	dfa9ccca85fa140edcfe782b49b6d58d	2026-07-16T18:44:31+00:00	AES256	copied
version-history/2026-07-16-snapshot/objects/af/af0e2bda01ea6fb75b42146613a6222c272f66ba436f6839edb21ad1dab504b7	https://diana-omics-results-172630973301-us-east-1.s3.us-east-1.amazonaws.com/version-history/2026-07-16-snapshot/objects/af/af0e2bda01ea6fb75b42146613a6222c272f66ba436f6839edb21ad1dab504b7	runs/diana-hrd/diana-wgs-hrd-20260716T033101Z/early-look/early-look-intersected-20260716T150517Z/artifacts/contamination/shards/tumor.chr14.pileups.table	9k2Nn.cTl46yg983VsdW_wn_NGeA.yBW	2026-07-16T15:32:53+00:00	6839761	fff00f5f2c47673c4bb9b001011615b1	STANDARD	de9f226b8e600cfc520744c47c390512	2026-07-16T18:44:31+00:00	AES256	copied
version-history/2026-07-16-snapshot/objects/ac/ac8da48100ce1de9e518f3e862618482df80b51051e43fbe04e5bbcceaccb741	https://diana-omics-results-172630973301-us-east-1.s3.us-east-1.amazonaws.com/version-history/2026-07-16-snapshot/objects/ac/ac8da48100ce1de9e518f3e862618482df80b51051e43fbe04e5bbcceaccb741	runs/diana-hrd/diana-wgs-hrd-20260716T033101Z/early-look/early-look-intersected-20260716T150517Z/artifacts/contamination/shards/tumor.chr15.pileups.table	s06JFsWAibrRuNJwD2FPM_ENIy1ABSQS	2026-07-16T15:32:53+00:00	6170871	0e73f3cdcf455689ac2e0c9d5981a2b0	STANDARD	bb91d6c4d5b010374e93250076b6566b	2026-07-16T18:44:31+00:00	AES256	copied
version-history/2026-07-16-snapshot/objects/1e/1e38fcbc4d30f70108aaf6485b35b2c83c9de378f770e015bc91556995c46508	https://diana-omics-results-172630973301-us-east-1.s3.us-east-1.amazonaws.com/version-history/2026-07-16-snapshot/objects/1e/1e38fcbc4d30f70108aaf6485b35b2c83c9de378f770e015bc91556995c46508	runs/diana-hrd/diana-wgs-hrd-20260716T033101Z/early-look/early-look-intersected-20260716T150517Z/artifacts/contamination/shards/tumor.chr16.pileups.table	TESy6qeNE5pA_HftvM.t2_eZ_oPOoawx	2026-07-16T15:32:53+00:00	6427513	c69417e6fcfc6f5cdcfadfc29486f2fd	STANDARD	02e59ace60f26d846c0a658ac69ac153	2026-07-16T18:44:31+00:00	AES256	copied
version-history/2026-07-16-snapshot/objects/e0/e01c5016e50fcbb002576d10c5bbd123c48c84e7919e7ddf0a3d9c1b94da0b18	https://diana-omics-results-172630973301-us-east-1.s3.us-east-1.amazonaws.com/version-history/2026-07-16-snapshot/objects/e0/e01c5016e50fcbb002576d10c5bbd123c48c84e7919e7ddf0a3d9c1b94da0b18	runs/diana-hrd/diana-wgs-hrd-20260716T033101Z/early-look/early-look-intersected-20260716T150517Z/artifacts/contamination/shards/tumor.chr17.pileups.table	g_VROImjdrZZhU..vt6EibgJ6UyBInso	2026-07-16T15:32:53+00:00	5594661	ddb35a14c22bf4f1138f2308c5fbb347	STANDARD	d74fff10454b9fec931c73a4b04e702d	2026-07-16T18:44:31+00:00	AES256	copied
version-history/2026-07-16-snapshot/objects/f2/f27bca010b3e51b9afc6070646b918d1cee5e63c7cdf7c2643be67b696188293	https://diana-omics-results-172630973301-us-east-1.s3.us-east-1.amazonaws.com/version-history/2026-07-16-snapshot/objects/f2/f27bca010b3e51b9afc6070646b918d1cee5e63c7cdf7c2643be67b696188293	runs/diana-hrd/diana-wgs-hrd-20260716T033101Z/early-look/early-look-intersected-20260716T150517Z/artifacts/contamination/shards/tumor.chr18.pileups.table	0oI4BAcApNsGhqgW1OnJeZA.WuYGOYfR	2026-07-16T15:32:53+00:00	5748971	12f0e06c5f03429b202ce1467ccb9df1	STANDARD	a451212cb29d4e723027672215f6e02f	2026-07-16T18:44:31+00:00	AES256	copied
