original_key	version_id	last_modified	is_latest	owner_id
runs/known_answer_expanded_cohort/workspace/results/clinicalization/known_answer_runs/expanded_cohort/hcc1395_wgs_summary.json	MNwlMS8sv6jLc8rLY8emTgr9mhOQQpdy	2026-06-15T01:49:34+00:00	false	7dc3b6503ec677f12c0fc39efccc187126f9a89cedfd440fe2a1e0315ce7f90d
runs/known_answer_expanded_cohort/workspace/results/clinicalization/known_answer_runs/expanded_cohort/hcc1395_wgs_summary.json/	XfUteil39dm69ougCD6x33bTCqZGnaK6	2026-06-15T01:49:34+00:00	true	7dc3b6503ec677f12c0fc39efccc187126f9a89cedfd440fe2a1e0315ce7f90d
runs/known_answer_expanded_cohort/workspace/results/clinicalization/known_answer_runs/expanded_cohort/hg008_cnv_sweep.json	CxAL2a7k3f9oJEiZVLxfw4ljmFZZaLg0	2026-06-15T01:49:34+00:00	false	7dc3b6503ec677f12c0fc39efccc187126f9a89cedfd440fe2a1e0315ce7f90d
runs/known_answer_expanded_cohort/workspace/results/clinicalization/known_answer_runs/expanded_cohort/hg008_cnv_sweep.json/	CQAS_Ry_ddqDhbP8wefVtDTijyrBkqx9	2026-06-15T01:49:34+00:00	true	7dc3b6503ec677f12c0fc39efccc187126f9a89cedfd440fe2a1e0315ce7f90d
runs/known_answer_expanded_cohort/workspace/results/clinicalization/known_answer_runs/expanded_cohort/hg008_rna_stats.json	ai2mK0MY8w2af2PWwvISypsKY12UPmUi	2026-06-15T01:49:34+00:00	false	7dc3b6503ec677f12c0fc39efccc187126f9a89cedfd440fe2a1e0315ce7f90d
runs/known_answer_expanded_cohort/workspace/results/clinicalization/known_answer_runs/expanded_cohort/hg008_rna_stats.json/	9sM_lsz4GgVzk7txurty8muSf7yv846A	2026-06-15T01:49:34+00:00	true	7dc3b6503ec677f12c0fc39efccc187126f9a89cedfd440fe2a1e0315ce7f90d
runs/known_answer_expanded_cohort/workspace/results/clinicalization/known_answer_runs/expanded_cohort/hg008_snv_panel.json	rBtYTq9gCpi2_a1Sdz22PW41ejbyK.Vg	2026-06-15T01:49:35+00:00	false	7dc3b6503ec677f12c0fc39efccc187126f9a89cedfd440fe2a1e0315ce7f90d
runs/known_answer_expanded_cohort/workspace/results/clinicalization/known_answer_runs/expanded_cohort/hg008_snv_panel.json/	wyzum5_Hz9YmKgf4vq51dVCuHV6dWQn7	2026-06-15T01:49:35+00:00	true	7dc3b6503ec677f12c0fc39efccc187126f9a89cedfd440fe2a1e0315ce7f90d
runs/known_answer_expanded_cohort/workspace/results/clinicalization/known_answer_runs/expanded_cohort/hg008_sv_truth_asset.json	sRTWrHYr6utRoSgc.WQL8X64N0qZl0BN	2026-06-15T01:49:35+00:00	false	7dc3b6503ec677f12c0fc39efccc187126f9a89cedfd440fe2a1e0315ce7f90d
runs/known_answer_expanded_cohort/workspace/results/clinicalization/known_answer_runs/expanded_cohort/hg008_sv_truth_asset.json/	fFt8w.KLQXUv5OrtIqiduZuTWihx0Ryt	2026-06-15T01:49:35+00:00	true	7dc3b6503ec677f12c0fc39efccc187126f9a89cedfd440fe2a1e0315ce7f90d
runs/known_answer_expanded_cohort/workspace/results/clinicalization/known_answer_runs/expanded_cohort/seraseq_mrd_docs.json	0hAcDqwQ6v4h.nJvxoo3EB2dUu2wJ5Fi	2026-06-15T01:49:35+00:00	false	7dc3b6503ec677f12c0fc39efccc187126f9a89cedfd440fe2a1e0315ce7f90d
runs/known_answer_expanded_cohort/workspace/results/clinicalization/known_answer_runs/expanded_cohort/seraseq_mrd_docs.json/	8BH.VZDmSoALdIpppt0F.uWxz0D9hVOK	2026-06-15T01:49:35+00:00	true	7dc3b6503ec677f12c0fc39efccc187126f9a89cedfd440fe2a1e0315ce7f90d
runs/phase3_sra_benchmark/workspace/results/phase3_wgs_smoke/sra_benchmark.json	npAFXwO5Zk6P.aqJBP9mo.6TEKEqti17	2026-06-09T16:53:35+00:00	false	7dc3b6503ec677f12c0fc39efccc187126f9a89cedfd440fe2a1e0315ce7f90d
runs/phase3_sra_benchmark/workspace/results/phase3_wgs_smoke/sra_benchmark.json	5AZSKa565wVQO8Ws8nB3D4KB_SeIBHwU	2026-06-12T05:46:59+00:00	false	7dc3b6503ec677f12c0fc39efccc187126f9a89cedfd440fe2a1e0315ce7f90d
runs/phase3_sra_benchmark/workspace/results/phase3_wgs_smoke/sra_benchmark.json	chUy59jqdTGudJmY94UjbVk6ELa1jQFR	2026-06-12T06:05:50+00:00	false	7dc3b6503ec677f12c0fc39efccc187126f9a89cedfd440fe2a1e0315ce7f90d
runs/phase3_sra_benchmark/workspace/results/phase3_wgs_smoke/sra_benchmark.json/	fs81volphuRBydgVetpowJryCkniaUzx	2026-06-09T16:53:35+00:00	false	7dc3b6503ec677f12c0fc39efccc187126f9a89cedfd440fe2a1e0315ce7f90d
runs/phase3_sra_benchmark/workspace/results/phase3_wgs_smoke/sra_benchmark.json/	l3IaGsiU85J9WyzbjBjQfHOV6JGjN4ii	2026-06-12T05:46:59+00:00	false	7dc3b6503ec677f12c0fc39efccc187126f9a89cedfd440fe2a1e0315ce7f90d
runs/phase3_sra_benchmark/workspace/results/phase3_wgs_smoke/sra_benchmark.json/	ocS2JOyXvOGnKbBSZ4OUcqKUioRyNkAs	2026-06-12T06:05:50+00:00	true	7dc3b6503ec677f12c0fc39efccc187126f9a89cedfd440fe2a1e0315ce7f90d
runs/phase3_sra_benchmark/workspace/results/phase3_wgs_smoke/sra_benchmark.tsv	Dj3PpnUzarHeabWcJqBLaQnHT8XAAsNB	2026-06-09T16:53:35+00:00	false	7dc3b6503ec677f12c0fc39efccc187126f9a89cedfd440fe2a1e0315ce7f90d
runs/phase3_sra_benchmark/workspace/results/phase3_wgs_smoke/sra_benchmark.tsv	Kxpyo1wfmTL88UK5ICc8OC7wzhJuBv7b	2026-06-12T05:47:00+00:00	false	7dc3b6503ec677f12c0fc39efccc187126f9a89cedfd440fe2a1e0315ce7f90d
runs/phase3_sra_benchmark/workspace/results/phase3_wgs_smoke/sra_benchmark.tsv	8GinOJ5PWXSlN9ugDJqPX35uzHF.UdRK	2026-06-12T06:05:50+00:00	false	7dc3b6503ec677f12c0fc39efccc187126f9a89cedfd440fe2a1e0315ce7f90d
runs/phase3_sra_benchmark/workspace/results/phase3_wgs_smoke/sra_benchmark.tsv/	4jUwSweVrxvaU51XuaLygGisfG5GLSL4	2026-06-09T16:53:35+00:00	false	7dc3b6503ec677f12c0fc39efccc187126f9a89cedfd440fe2a1e0315ce7f90d
runs/phase3_sra_benchmark/workspace/results/phase3_wgs_smoke/sra_benchmark.tsv/	ftTPnCsdVAv0nnvXAhTyYHEt0eNYghrp	2026-06-12T05:47:00+00:00	false	7dc3b6503ec677f12c0fc39efccc187126f9a89cedfd440fe2a1e0315ce7f90d
runs/phase3_sra_benchmark/workspace/results/phase3_wgs_smoke/sra_benchmark.tsv/	RYJQopdnLlb1QMNC89mmqovoppdcp8l9	2026-06-12T06:05:50+00:00	true	7dc3b6503ec677f12c0fc39efccc187126f9a89cedfd440fe2a1e0315ce7f90d
runs/phase3_wgs/workspace/manifests	BDicMmskt1MO8uvPVL9FHZxq5rw7mTov	2026-06-13T14:43:31+00:00	true	7dc3b6503ec677f12c0fc39efccc187126f9a89cedfd440fe2a1e0315ce7f90d
runs/phase3_wgs/workspace/manifests/	SSfAaBmh5EZA9bJjSYq9qM3Ya5bXJmUa	2026-06-13T14:43:31+00:00	false	7dc3b6503ec677f12c0fc39efccc187126f9a89cedfd440fe2a1e0315ce7f90d
runs/phase3_wgs/workspace/manifests/alignment_smoke_samplesheet.csv	dgg8vdy5CINC37sOH9MJsPfW_x0dHCAj	2026-06-13T14:43:17+00:00	false	7dc3b6503ec677f12c0fc39efccc187126f9a89cedfd440fe2a1e0315ce7f90d
runs/phase3_wgs/workspace/manifests/alignment_smoke_samplesheet.csv/	ckJhfewJkWIZv3zasCwCA2IpDJ0ivU9k	2026-06-13T14:43:17+00:00	true	7dc3b6503ec677f12c0fc39efccc187126f9a89cedfd440fe2a1e0315ce7f90d
runs/phase3_wgs/workspace/manifests/allele_specific_cnv_tool_candidates.csv	FO4brJDM59XT_HNdrrwUpjRV23g4c3Bh	2026-06-13T14:43:17+00:00	false	7dc3b6503ec677f12c0fc39efccc187126f9a89cedfd440fe2a1e0315ce7f90d
runs/phase3_wgs/workspace/manifests/allele_specific_cnv_tool_candidates.csv/	aukjQlpxAEVAcuo2BpLDZVb8tvVmyRDc	2026-06-13T14:43:17+00:00	true	7dc3b6503ec677f12c0fc39efccc187126f9a89cedfd440fe2a1e0315ce7f90d
runs/phase3_wgs/workspace/manifests/benchmarks	aG5FSdj7X0ge4oTMC3OVPNCjmC.6K0zO	2026-06-13T14:43:31+00:00	true	7dc3b6503ec677f12c0fc39efccc187126f9a89cedfd440fe2a1e0315ce7f90d
runs/phase3_wgs/workspace/manifests/benchmarks/	2_dzYQJZFnZSf.zXFu5AIwx.BGtJCJRj	2026-06-13T14:43:31+00:00	false	7dc3b6503ec677f12c0fc39efccc187126f9a89cedfd440fe2a1e0315ce7f90d
runs/phase3_wgs/workspace/manifests/benchmarks/colo829_driver_signature_truth_assets.csv	phjpJiGfK3tad.Qpa64pLqTEDQC432Ia	2026-06-13T14:43:28+00:00	false	7dc3b6503ec677f12c0fc39efccc187126f9a89cedfd440fe2a1e0315ce7f90d
runs/phase3_wgs/workspace/manifests/benchmarks/colo829_driver_signature_truth_assets.csv/	1Jz4q3sFbxuBJTZ0ybzDXTtvsPQDegZ4	2026-06-13T14:43:28+00:00	true	7dc3b6503ec677f12c0fc39efccc187126f9a89cedfd440fe2a1e0315ce7f90d
runs/phase3_wgs/workspace/manifests/benchmarks/colo829_purity_series_inputs.csv	TCmX0Zdtndg.E47jtuaexkeocBs6Jx5E	2026-06-13T14:43:28+00:00	false	7dc3b6503ec677f12c0fc39efccc187126f9a89cedfd440fe2a1e0315ce7f90d
runs/phase3_wgs/workspace/manifests/benchmarks/colo829_purity_series_inputs.csv/	RI2u_H1CjdDppn_zm0AA2GSEc0Ftqcaw	2026-06-13T14:43:28+00:00	true	7dc3b6503ec677f12c0fc39efccc187126f9a89cedfd440fe2a1e0315ce7f90d
runs/phase3_wgs/workspace/manifests/benchmarks/colo829_purity_series_truth_assets.csv	2t3MeDBqddNzF2sbAFO03l.9Uu66kTan	2026-06-13T14:43:29+00:00	false	7dc3b6503ec677f12c0fc39efccc187126f9a89cedfd440fe2a1e0315ce7f90d
runs/phase3_wgs/workspace/manifests/benchmarks/colo829_purity_series_truth_assets.csv/	VJ2CQIWy5a_dS_HMmABL6eKkLso8ncvx	2026-06-13T14:43:29+00:00	true	7dc3b6503ec677f12c0fc39efccc187126f9a89cedfd440fe2a1e0315ce7f90d
runs/phase3_wgs/workspace/manifests/benchmarks/colo829_sv_cna_truth_assets.csv	1EoYczMFR6pn2rwFAAvCXzq0g.l6w_8g	2026-06-13T14:43:29+00:00	false	7dc3b6503ec677f12c0fc39efccc187126f9a89cedfd440fe2a1e0315ce7f90d
runs/phase3_wgs/workspace/manifests/benchmarks/colo829_sv_cna_truth_assets.csv/	tRw6dqXAb231CakoQVuim4v03jixEMZh	2026-06-13T14:43:29+00:00	true	7dc3b6503ec677f12c0fc39efccc187126f9a89cedfd440fe2a1e0315ce7f90d
runs/phase3_wgs/workspace/manifests/benchmarks/colo829_wgs_inputs.csv	ZJ56Xwdput7iyUB90RcQpoHutP0Bhfmm	2026-06-13T14:43:29+00:00	false	7dc3b6503ec677f12c0fc39efccc187126f9a89cedfd440fe2a1e0315ce7f90d
runs/phase3_wgs/workspace/manifests/benchmarks/colo829_wgs_inputs.csv/	caVQDiswp6H5v1cf.EUDcY5ZwUe2sQW5	2026-06-13T14:43:29+00:00	true	7dc3b6503ec677f12c0fc39efccc187126f9a89cedfd440fe2a1e0315ce7f90d
runs/phase3_wgs/workspace/manifests/benchmarks/hg008_signature_truth_assets.csv	Fs7zextTHNVLYY0Aw76FSGyauIDMyuhy	2026-06-13T14:43:29+00:00	false	7dc3b6503ec677f12c0fc39efccc187126f9a89cedfd440fe2a1e0315ce7f90d
runs/phase3_wgs/workspace/manifests/benchmarks/hg008_signature_truth_assets.csv/	ETY4Lmgnow4tIj0zy5MytzuxJ68JIovu	2026-06-13T14:43:30+00:00	true	7dc3b6503ec677f12c0fc39efccc187126f9a89cedfd440fe2a1e0315ce7f90d
runs/phase3_wgs/workspace/manifests/benchmarks/hg008_small_variant_truth_assets.csv	TuvXthh66co9xPB8qNP4FVkTCxUPw7J3	2026-06-13T14:43:30+00:00	false	7dc3b6503ec677f12c0fc39efccc187126f9a89cedfd440fe2a1e0315ce7f90d
runs/phase3_wgs/workspace/manifests/benchmarks/hg008_small_variant_truth_assets.csv/	8FtVnTHVB8zaWXsEJrJbaykZEoZ7bwfC	2026-06-13T14:43:30+00:00	true	7dc3b6503ec677f12c0fc39efccc187126f9a89cedfd440fe2a1e0315ce7f90d
runs/phase3_wgs/workspace/manifests/benchmarks/hg008_sv_cnv_truth_assets.csv	I.QX8JrwYgLrFWi.8WqNQEDkgGYdl4dX	2026-06-13T14:43:30+00:00	false	7dc3b6503ec677f12c0fc39efccc187126f9a89cedfd440fe2a1e0315ce7f90d
runs/phase3_wgs/workspace/manifests/benchmarks/hg008_sv_cnv_truth_assets.csv/	t7Uy9bKT_jLf95yv32a3dAH16azJYrcM	2026-06-13T14:43:30+00:00	true	7dc3b6503ec677f12c0fc39efccc187126f9a89cedfd440fe2a1e0315ce7f90d
runs/phase3_wgs/workspace/manifests/benchmarks/hg008_wgs_inputs.csv	.9heblYVnkkkrM8MMlQKju0lJjfiCRXF	2026-06-13T14:43:30+00:00	false	7dc3b6503ec677f12c0fc39efccc187126f9a89cedfd440fe2a1e0315ce7f90d
runs/phase3_wgs/workspace/manifests/benchmarks/hg008_wgs_inputs.csv/	3YPauBtDR068E9KQ5jsTm0544QMCpapF	2026-06-13T14:43:30+00:00	true	7dc3b6503ec677f12c0fc39efccc187126f9a89cedfd440fe2a1e0315ce7f90d
runs/phase3_wgs/workspace/manifests/clinical_assay_claim_boundaries.csv	pvd_OEXXUIxIWlNaMKCIlo8Gh0TPno7S	2026-06-13T14:43:17+00:00	false	7dc3b6503ec677f12c0fc39efccc187126f9a89cedfd440fe2a1e0315ce7f90d
runs/phase3_wgs/workspace/manifests/clinical_assay_claim_boundaries.csv/	aJKjG0eGGyTdUn8eNDPWzdCwAhVKVt.X	2026-06-13T14:43:18+00:00	true	7dc3b6503ec677f12c0fc39efccc187126f9a89cedfd440fe2a1e0315ce7f90d
runs/phase3_wgs/workspace/manifests/clinical_change_control_triggers.csv	Tf8Pk8i0DHTjVXNxXvUyxkZtpiSpx4Do	2026-06-13T14:43:18+00:00	false	7dc3b6503ec677f12c0fc39efccc187126f9a89cedfd440fe2a1e0315ce7f90d
runs/phase3_wgs/workspace/manifests/clinical_change_control_triggers.csv/	1SB.pjuSbvDE35NPO3Sifk0ZitNngUdE	2026-06-13T14:43:18+00:00	true	7dc3b6503ec677f12c0fc39efccc187126f9a89cedfd440fe2a1e0315ce7f90d
runs/phase3_wgs/workspace/manifests/clinical_known_answer_fixtures.csv	QcWSxUsqY7eLY2G8567rAvvYdsxoMmXC	2026-06-13T14:43:18+00:00	false	7dc3b6503ec677f12c0fc39efccc187126f9a89cedfd440fe2a1e0315ce7f90d
runs/phase3_wgs/workspace/manifests/clinical_known_answer_fixtures.csv/	Ag2p5m7FJm4jLzt9btUFlfu1H2cdiQ6W	2026-06-13T14:43:18+00:00	true	7dc3b6503ec677f12c0fc39efccc187126f9a89cedfd440fe2a1e0315ce7f90d
runs/phase3_wgs/workspace/manifests/clinical_qc_threshold_locks.csv	BlxFUxrN0WGHnLjIAeJjSLQHehSsuneS	2026-06-13T14:43:18+00:00	false	7dc3b6503ec677f12c0fc39efccc187126f9a89cedfd440fe2a1e0315ce7f90d
runs/phase3_wgs/workspace/manifests/clinical_qc_threshold_locks.csv/	_LQNbUrYsp7oXqXKVrgeHaL6Q70GPGJ.	2026-06-13T14:43:19+00:00	true	7dc3b6503ec677f12c0fc39efccc187126f9a89cedfd440fe2a1e0315ce7f90d
runs/phase3_wgs/workspace/manifests/clinical_signoff_workflow.csv	LoqXBz47i70WhpSb0fxKZdL0FH3v5kKO	2026-06-13T14:43:19+00:00	false	7dc3b6503ec677f12c0fc39efccc187126f9a89cedfd440fe2a1e0315ce7f90d
runs/phase3_wgs/workspace/manifests/clinical_signoff_workflow.csv/	MZyvoBzBffTUzsiM8FXireXw.m1UhnDI	2026-06-13T14:43:19+00:00	true	7dc3b6503ec677f12c0fc39efccc187126f9a89cedfd440fe2a1e0315ce7f90d
runs/phase3_wgs/workspace/manifests/clinical_validation_evidence_links.csv	FG0qEwHblZv1RtP29jMwSyuLlm2TG7kA	2026-06-13T14:43:19+00:00	false	7dc3b6503ec677f12c0fc39efccc187126f9a89cedfd440fe2a1e0315ce7f90d
runs/phase3_wgs/workspace/manifests/clinical_validation_evidence_links.csv/	d0njJy7B5DV_YMfV77bPxPETnG8of8Ch	2026-06-13T14:43:19+00:00	true	7dc3b6503ec677f12c0fc39efccc187126f9a89cedfd440fe2a1e0315ce7f90d
runs/phase3_wgs/workspace/manifests/clinical_validation_packet_sections.csv	IjPu53PX9jbx_t4YtOzPl6Zuxmb_eaMk	2026-06-13T14:43:19+00:00	false	7dc3b6503ec677f12c0fc39efccc187126f9a89cedfd440fe2a1e0315ce7f90d
